,phase,indicator,group,state,subgroup,time_period,time_period_label,value,lowci,highci,confidence_interval,quartile_range,age,CASE_RATE,HOSPITALIZED_RATE,DEATH_RATE,date,period,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT
75+,,,,,,,,,,,,,,4620.87,2812.93,1688.56,07-27-2020,NA,25275.0,15386.0,9236.0
Citywide,,,,,,,,,,,,,,2625.19,666.96,224.7,07-27-2020,NA,220483.0,56016.0,18872.0
0-17,,,,,,,,,,,,,,380.1,33.99,0.75,07-28-2020,NA,6564.0,587.0,13.0
18-44,,,,,,,,,,,,,,2453.46,268.84,21.13,07-28-2020,NA,82674.0,9059.0,712.0
45-64,,,,,,,,,,,,,,3852.44,910.73,205.98,07-28-2020,NA,79208.0,18725.0,4235.0
65-74,,,,,,,,,,,,,,3815.38,1756.21,669.13,07-28-2020,NA,26674.0,12278.0,4678.0
75+,,,,,,,,,,,,,,4625.99,2813.47,1689.11,07-28-2020,NA,25303.0,15389.0,9239.0
Citywide,,,,,,,,,,,,,,2630.24,667.24,224.77,07-28-2020,NA,220907.0,56040.0,18878.0
0-17,,,,,,,,,,,,,,381.49,34.05,0.75,07-29-2020,NA,6588.0,588.0,13.0
18-44,,,,,,,,,,,,,,2458.48,269.37,21.16,07-29-2020,NA,82843.0,9077.0,713.0
45-64,,,,,,,,,,,,,,3856.52,911.36,206.07,07-29-2020,NA,79292.0,18738.0,4237.0
65-74,,,,,,,,,,,,,,3818.67,1758.36,669.41,07-29-2020,NA,26697.0,12293.0,4680.0
75+,,,,,,,,,,,,,,4628.37,2815.67,1689.84,07-29-2020,NA,25316.0,15401.0,9243.0
Citywide,,,,,,,,,,,,,,2633.96,667.94,224.88,07-29-2020,NA,221220.0,56099.0,18887.0
0-17,,,,,,,,,,,,,,382.65,34.16,0.75,07-30-2020,NA,6608.0,590.0,13.0
18-44,,,,,,,,,,,,,,2463.58,269.79,21.28,07-30-2020,NA,83015.0,9091.0,717.0
45-64,,,,,,,,,,,,,,3860.56,911.6,206.22,07-30-2020,NA,79375.0,18743.0,4240.0
65-74,,,,,,,,,,,,,,3822.39,1759.5,669.41,07-30-2020,NA,26723.0,12301.0,4680.0
75+,,,,,,,,,,,,,,4631.11,2816.4,1690.57,07-30-2020,NA,25331.0,15405.0,9247.0
Citywide,,,,,,,,,,,,,,2637.7,668.34,225.01,07-30-2020,NA,221534.0,56132.0,18898.0
0-17,,,,,,,,,,,,,,384.33,34.22,0.75,07-31-2020,NA,6637.0,591.0,13.0
18-44,,,,,,,,,,,,,,2468.39,270.17,21.28,07-31-2020,NA,83177.0,9104.0,717.0
45-64,,,,,,,,,,,,,,3863.43,911.99,206.27,07-31-2020,NA,79434.0,18751.0,4241.0
65-74,,,,,,,,,,,,,,3824.68,1760.36,669.99,07-31-2020,NA,26739.0,12307.0,4684.0
75+,,,,,,,,,,,,,,4634.95,2817.86,1691.12,07-31-2020,NA,25352.0,15413.0,9250.0
Citywide,,,,,,,,,,,,,,2641.13,668.77,225.1,07-31-2020,NA,221822.0,56168.0,18906.0
0-17,,,,,,,,,,,,,,385.54,34.57,0.75,08-01-2020,NA,6658.0,597.0,13.0
18-44,,,,,,,,,,,,,,2472.9,271.89,21.28,08-01-2020,NA,83329.0,9162.0,717.0
45-64,,,,,,,,,,,,,,3867.52,913.74,206.27,08-01-2020,NA,79518.0,18787.0,4241.0
65-74,,,,,,,,,,,,,,3828.25,1764.65,669.99,08-01-2020,NA,26764.0,12337.0,4684.0
75+,,,,,,,,,,,,,,4637.51,2823.35,1691.85,08-01-2020,NA,25366.0,15443.0,9254.0
Citywide,,,,,,,,,,,,,,2644.81,670.67,225.15,08-01-2020,NA,222131.0,56328.0,18910.0
0-17,,,,,,,,,,,,,,386.24,34.57,0.75,08-02-2020,NA,6670.0,597.0,13.0
18-44,,,,,,,,,,,,,,2476.46,271.95,21.28,08-02-2020,NA,83449.0,9164.0,717.0
45-64,,,,,,,,,,,,,,3870.05,913.69,206.27,08-02-2020,NA,79570.0,18786.0,4241.0
65-74,,,,,,,,,,,,,,3830.97,1764.8,670.27,08-02-2020,NA,26783.0,12338.0,4686.0
75+,,,,,,,,,,,,,,4638.97,2824.08,1692.4,08-02-2020,NA,25374.0,15447.0,9257.0
Citywide,,,,,,,,,,,,,,2647.18,670.74,225.21,08-02-2020,NA,222330.0,56334.0,18915.0
0-17,,,,,,,,,,,,,,386.99,34.63,0.75,08-03-2020,NA,6683.0,598.0,13.0
18-44,,,,,,,,,,,,,,2479.79,272.16,21.34,08-03-2020,NA,83561.0,9171.0,719.0
45-64,,,,,,,,,,,,,,3872.48,914.18,206.37,08-03-2020,NA,79620.0,18796.0,4243.0
65-74,,,,,,,,,,,,,,3833.12,1765.65,670.7,08-03-2020,NA,26798.0,12344.0,4689.0
75+,,,,,,,,,,,,,,4639.33,2825.36,1693.31,08-03-2020,NA,25376.0,15454.0,9262.0
Citywide,,,,,,,,,,,,,,2649.47,671.11,225.36,08-03-2020,NA,222522.0,56365.0,18927.0
0-17,,,,,,,,,,,,,,388.09,34.63,0.75,08-04-2020,NA,6702.0,598.0,13.0
18-44,,,,,,,,,,,,,,2484.83,272.31,21.37,08-04-2020,NA,83731.0,9176.0,720.0
45-64,,,,,,,,,,,,,,3876.56,914.28,206.46,08-04-2020,NA,79704.0,18798.0,4245.0
65-74,,,,,,,,,,,,,,3836.41,1766.51,670.85,08-04-2020,NA,26821.0,12350.0,4690.0
75+,,,,,,,,,,,,,,4643.36,2826.27,1693.68,08-04-2020,NA,25398.0,15459.0,9264.0
Citywide,,,,,,,,,,,,,,2653.25,671.33,225.43,08-04-2020,NA,222840.0,56383.0,18933.0
0-17,,,,,,,,,,,,,,390.52,34.74,0.75,08-05-2020,NA,6744.0,600.0,13.0
18-44,,,,,,,,,,,,,,2490.59,272.46,21.37,08-05-2020,NA,83925.0,9181.0,720.0
45-64,,,,,,,,,,,,,,3880.26,914.72,206.46,08-05-2020,NA,79780.0,18807.0,4245.0
65-74,,,,,,,,,,,,,,3839.41,1767.51,670.99,08-05-2020,NA,26842.0,12357.0,4691.0
75+,,,,,,,,,,,,,,4645.92,2827.73,1694.23,08-05-2020,NA,25412.0,15467.0,9267.0
Citywide,,,,,,,,,,,,,,2657.37,671.7,225.47,08-05-2020,NA,223186.0,56414.0,18937.0
0-17,,,,,,,,,,,,,,391.97,34.8,0.69,08-06-2020,NA,6769.0,601.0,12.0
18-44,,,,,,,,,,,,,,2495.16,272.64,21.37,08-06-2020,NA,84079.0,9187.0,720.0
45-64,,,,,,,,,,,,,,3884.0,914.91,206.51,08-06-2020,NA,79857.0,18811.0,4246.0
65-74,,,,,,,,,,,,,,3842.13,1768.08,671.13,08-06-2020,NA,26861.0,12361.0,4692.0
75+,,,,,,,,,,,,,,4649.39,2828.47,1694.23,08-06-2020,NA,25431.0,15471.0,9267.0
Citywide,,,,,,,,,,,,,,2660.79,671.92,225.49,08-06-2020,NA,223473.0,56433.0,18938.0
0-17,,,,,,,,,,,,,,393.94,34.86,0.75,08-07-2020,NA,6803.0,602.0,13.0
18-44,,,,,,,,,,,,,,2501.66,272.61,21.37,08-07-2020,NA,84298.0,9186.0,720.0
45-64,,,,,,,,,,,,,,3889.26,915.25,206.61,08-07-2020,NA,79965.0,18818.0,4248.0
65-74,,,,,,,,,,,,,,3845.42,1768.08,671.27,08-07-2020,NA,26884.0,12361.0,4693.0
75+,,,,,,,,,,,,,,4653.05,2829.75,1694.59,08-07-2020,NA,25451.0,15478.0,9269.0
Citywide,,,,,,,,,,,,,,2665.59,672.09,225.56,08-07-2020,NA,223876.0,56447.0,18944.0
0-17,,,,,,,,,,,,,,394.86,34.98,0.75,08-08-2020,NA,6819.0,604.0,13.0
18-44,,,,,,,,,,,,,,2505.43,273.11,21.37,08-08-2020,NA,84425.0,9203.0,720.0
45-64,,,,,,,,,,,,,,3892.76,916.22,206.76,08-08-2020,NA,80037.0,18838.0,4251.0
65-74,,,,,,,,,,,,,,3846.13,1769.37,671.27,08-08-2020,NA,26889.0,12370.0,4693.0
75+,,,,,,,,,,,,,,4655.97,2833.58,1694.96,08-08-2020,NA,25467.0,15499.0,9271.0
Citywide,,,,,,,,,,,,,,2668.46,672.91,225.62,08-08-2020,NA,224117.0,56516.0,18949.0
0-17,,,,,,,,,,,,,,396.95,35.15,0.75,08-09-2020,NA,6855.0,607.0,13.0
18-44,,,,,,,,,,,,,,2510.09,273.29,21.4,08-09-2020,NA,84582.0,9209.0,721.0
45-64,,,,,,,,,,,,,,3896.75,916.95,206.9,08-09-2020,NA,80119.0,18853.0,4254.0
65-74,,,,,,,,,,,,,,3850.28,1770.09,671.27,08-09-2020,NA,26918.0,12375.0,4693.0
75+,,,,,,,,,,,,,,4658.53,2835.05,1695.51,08-09-2020,NA,25481.0,15507.0,9274.0
Citywide,,,,,,,,,,,,,,2672.28,673.35,225.7,08-09-2020,NA,224438.0,56553.0,18956.0
0-17,,,,,,,,,,,,,,398.45,35.15,0.75,08-10-2020,NA,6881.0,607.0,13.0
18-44,,,,,,,,,,,,,,2513.56,273.53,21.43,08-10-2020,NA,84699.0,9217.0,722.0
45-64,,,,,,,,,,,,,,3900.15,917.54,206.95,08-10-2020,NA,80189.0,18865.0,4255.0
65-74,,,,,,,,,,,,,,3853.14,1770.52,671.42,08-10-2020,NA,26938.0,12378.0,4694.0
75+,,,,,,,,,,,,,,4661.09,2835.96,1695.69,08-10-2020,NA,25495.0,15512.0,9275.0
Citywide,,,,,,,,,,,,,,2675.21,673.68,225.75,08-10-2020,NA,224684.0,56581.0,18960.0
0-17,,,,,,,,,,,,,,399.79,35.21,0.75,08-11-2020,NA,6904.0,608.0,13.0
18-44,,,,,,,,,,,,,,2517.03,273.59,21.43,08-11-2020,NA,84816.0,9219.0,722.0
45-64,,,,,,,,,,,,,,3903.02,917.83,206.95,08-11-2020,NA,80248.0,18871.0,4255.0
65-74,,,,,,,,,,,,,,3855.86,1771.09,671.56,08-11-2020,NA,26957.0,12382.0,4695.0
75+,,,,,,,,,,,,,,4664.38,2836.88,1696.6,08-11-2020,NA,25513.0,15517.0,9280.0
Citywide,,,,,,,,,,,,,,2678.02,673.9,225.82,08-11-2020,NA,224920.0,56599.0,18966.0
0-17,,,,,,,,,,,,,,401.18,35.21,0.75,08-12-2020,NA,6928.0,608.0,13.0
18-44,,,,,,,,,,,,,,2522.88,273.76,21.43,08-12-2020,NA,85013.0,9225.0,722.0
45-64,,,,,,,,,,,,,,3907.84,918.02,206.95,08-12-2020,NA,80347.0,18875.0,4255.0
65-74,,,,,,,,,,,,,,3859.86,1771.52,671.85,08-12-2020,NA,26985.0,12385.0,4697.0
75+,,,,,,,,,,,,,,4667.31,2837.97,1696.97,08-12-2020,NA,25529.0,15523.0,9282.0
Citywide,,,,,,,,,,,,,,2682.35,674.12,225.87,08-12-2020,NA,225284.0,56618.0,18970.0
0-17,,,,,,,,,,,,,,404.07,35.38,0.75,08-13-2020,NA,6978.0,611.0,13.0
18-44,,,,,,,,,,,,,,2529.17,274.39,21.43,08-13-2020,NA,85225.0,9246.0,722.0
45-64,,,,,,,,,,,,,,3913.58,918.51,207.0,08-13-2020,NA,80465.0,18885.0,4256.0
65-74,,,,,,,,,,,,,,3865.3,1772.81,672.13,08-13-2020,NA,27023.0,12394.0,4699.0
75+,,,,,,,,,,,,,,4669.32,2839.62,1698.07,08-13-2020,NA,25540.0,15532.0,9288.0
Citywide,,,,,,,,,,,,,,2687.46,674.74,225.97,08-13-2020,NA,225713.0,56670.0,18979.0
0-17,,,,,,,,,,,,,,405.69,35.32,0.69,08-14-2020,NA,7006.0,610.0,12.0
18-44,,,,,,,,,,,,,,2533.89,274.57,21.46,08-14-2020,NA,85384.0,9252.0,723.0
45-64,,,,,,,,,,,,,,3917.86,919.0,207.19,08-14-2020,NA,80553.0,18895.0,4260.0
65-74,,,,,,,,,,,,,,3869.88,1772.95,672.42,08-14-2020,NA,27055.0,12395.0,4701.0
75+,,,,,,,,,,,,,,4673.16,2840.35,1698.43,08-14-2020,NA,25561.0,15536.0,9290.0
Citywide,,,,,,,,,,,,,,2691.39,674.98,226.07,08-14-2020,NA,226043.0,56690.0,18987.0
0-17,,,,,,,,,,,,,,408.53,35.55,0.69,08-15-2020,NA,7055.0,614.0,12.0
18-44,,,,,,,,,,,,,,2538.43,274.74,21.46,08-15-2020,NA,85537.0,9258.0,723.0
45-64,,,,,,,,,,,,,,3921.6,919.63,207.24,08-15-2020,NA,80630.0,18908.0,4261.0
65-74,,,,,,,,,,,,,,3874.02,1773.81,672.42,08-15-2020,NA,27084.0,12401.0,4701.0
75+,,,,,,,,,,,,,,4676.08,2841.08,1698.62,08-15-2020,NA,25577.0,15540.0,9291.0
Citywide,,,,,,,,,,,,,,2695.25,675.37,226.09,08-15-2020,NA,226367.0,56723.0,18989.0
0-17,,,,,,,,,,,,,,410.38,35.55,0.69,08-16-2020,NA,7087.0,614.0,12.0
18-44,,,,,,,,,,,,,,2543.59,275.01,21.49,08-16-2020,NA,85711.0,9267.0,724.0
45-64,,,,,,,,,,,,,,3927.68,920.26,207.24,08-16-2020,NA,80755.0,18921.0,4261.0
65-74,,,,,,,,,,,,,,3880.6,1775.09,672.56,08-16-2020,NA,27130.0,12410.0,4702.0
75+,,,,,,,,,,,,,,4679.19,2842.73,1699.16,08-16-2020,NA,25594.0,15549.0,9294.0
Citywide,,,,,,,,,,,,,,2699.88,675.85,226.15,08-16-2020,NA,226756.0,56763.0,18994.0
0-17,,,,,,,,,,,,,,411.6,35.55,0.69,08-17-2020,NA,7108.0,614.0,12.0
18-44,,,,,,,,,,,,,,2547.0,275.01,21.52,08-17-2020,NA,85826.0,9267.0,725.0
45-64,,,,,,,,,,,,,,3930.45,920.31,207.34,08-17-2020,NA,80812.0,18922.0,4263.0
65-74,,,,,,,,,,,,,,3882.89,1775.38,672.56,08-17-2020,NA,27146.0,12412.0,4702.0
75+,,,,,,,,,,,,,,4681.2,2842.73,1699.35,08-17-2020,NA,25605.0,15549.0,9295.0
Citywide,,,,,,,,,,,,,,2702.51,675.89,226.2,08-17-2020,NA,226977.0,56766.0,18998.0
0-17,,,,,,,,,,,,,,413.11,35.61,0.69,08-18-2020,13,7134.0,615.0,12.0
18-44,,,,,,,,,,,,,,2549.67,275.13,21.52,08-18-2020,13,85916.0,9271.0,725.0
45-64,,,,,,,,,,,,,,3932.4,920.99,207.34,08-18-2020,13,80852.0,18936.0,4263.0
65-74,,,,,,,,,,,,,,3885.9,1776.38,672.42,08-18-2020,13,27167.0,12419.0,4701.0
75+,,,,,,,,,,,,,,4682.3,2844.19,1699.71,08-18-2020,13,25611.0,15557.0,9297.0
Citywide,,,,,,,,,,,,,,2704.67,676.29,226.21,08-18-2020,13,227158.0,56800.0,18999.0
0-17,,,,,,,,,,,,,,414.73,35.79,0.69,08-19-2020,13,7162.0,618.0,12.0
18-44,,,,,,,,,,,,,,2553.38,275.46,21.55,08-19-2020,13,86041.0,9282.0,726.0
45-64,,,,,,,,,,,,,,3936.39,921.23,207.34,08-19-2020,13,80934.0,18941.0,4263.0
65-74,,,,,,,,,,,,,,3888.9,1777.38,672.85,08-19-2020,13,27188.0,12426.0,4704.0
75+,,,,,,,,,,,,,,4683.4,2845.1,1700.08,08-19-2020,13,25617.0,15562.0,9299.0
Citywide,,,,,,,,,,,,,,2707.77,676.66,226.28,08-19-2020,13,227419.0,56831.0,19005.0
0-17,,,,,,,,,,,,,,417.56,35.96,0.69,08-20-2020,13,7211.0,621.0,12.0
18-44,,,,,,,,,,,,,,2557.86,275.63,21.55,08-20-2020,13,86192.0,9288.0,726.0
45-64,,,,,,,,,,,,,,3939.94,921.53,207.24,08-20-2020,13,81007.0,18947.0,4261.0
65-74,,,,,,,,,,,,,,3890.47,1777.81,673.13,08-20-2020,13,27199.0,12429.0,4706.0
75+,,,,,,,,,,,,,,4687.23,2844.55,1699.71,08-20-2020,13,25638.0,15559.0,9297.0
Citywide,,,,,,,,,,,,,,2711.4,676.84,226.26,08-20-2020,13,227724.0,56846.0,19003.0
0-17,,,,,,,,,,,,,,418.49,36.02,0.69,08-21-2020,13,7227.0,622.0,12.0
18-44,,,,,,,,,,,,,,2561.37,275.72,21.55,08-21-2020,13,86310.0,9291.0,726.0
45-64,,,,,,,,,,,,,,3942.76,921.82,207.39,08-21-2020,13,81065.0,18953.0,4264.0
65-74,,,,,,,,,,,,,,3892.05,1778.24,673.28,08-21-2020,13,27210.0,12432.0,4707.0
75+,,,,,,,,,,,,,,4687.78,2845.1,1699.71,08-21-2020,13,25641.0,15562.0,9297.0
Citywide,,,,,,,,,,,,,,2713.82,677.03,226.31,08-21-2020,13,227927.0,56862.0,19007.0
0-17,,,,,,,,,,,,,,419.94,36.08,0.69,08-22-2020,13,7252.0,623.0,12.0
18-44,,,,,,,,,,,,,,2564.42,275.9,21.6,08-22-2020,13,86413.0,9297.0,728.0
45-64,,,,,,,,,,,,,,3945.68,922.06,207.58,08-22-2020,13,81125.0,18958.0,4268.0
65-74,,,,,,,,,,,,,,3893.62,1778.53,673.28,08-22-2020,13,27221.0,12434.0,4707.0
75+,,,,,,,,,,,,,,4689.98,2846.2,1699.89,08-22-2020,13,25653.0,15568.0,9298.0
Citywide,,,,,,,,,,,,,,2716.4,677.27,226.39,08-22-2020,13,228144.0,56882.0,19014.0
0-17,,,,,,,,,,,,,,421.85,36.19,0.69,08-23-2020,13,7285.0,625.0,12.0
18-44,,,,,,,,,,,,,,2569.05,276.17,21.57,08-23-2020,13,86569.0,9306.0,727.0
45-64,,,,,,,,,,,,,,3949.13,922.79,207.78,08-23-2020,13,81196.0,18973.0,4272.0
65-74,,,,,,,,,,,,,,3895.62,1778.67,673.28,08-23-2020,13,27235.0,12435.0,4707.0
75+,,,,,,,,,,,,,,4692.35,2848.58,1699.89,08-23-2020,13,25666.0,15581.0,9298.0
Citywide,,,,,,,,,,,,,,2719.79,677.74,226.43,08-23-2020,13,228428.0,56922.0,19017.0
0-17,,,,,,,,,,,,,,423.53,36.19,0.69,08-24-2020,13,7314.0,625.0,12.0
18-44,,,,,,,,,,,,,,2572.05,276.58,21.63,08-24-2020,13,86670.0,9320.0,729.0
45-64,,,,,,,,,,,,,,3951.08,923.32,207.78,08-24-2020,13,81236.0,18984.0,4272.0
65-74,,,,,,,,,,,,,,3897.77,1779.1,673.42,08-24-2020,13,27250.0,12438.0,4708.0
75+,,,,,,,,,,,,,,4693.08,2849.49,1700.81,08-24-2020,13,25670.0,15586.0,9303.0
Citywide,,,,,,,,,,,,,,2722.04,678.14,226.52,08-24-2020,13,228617.0,56955.0,19025.0
0-17,,,,,,,,,,,,,,424.51,36.19,0.69,08-25-2020,13,7331.0,625.0,12.0
18-44,,,,,,,,,,,,,,2574.36,276.73,21.66,08-25-2020,13,86748.0,9325.0,730.0
45-64,,,,,,,,,,,,,,3953.36,923.37,207.78,08-25-2020,13,81283.0,18985.0,4272.0
65-74,,,,,,,,,,,,,,3899.91,1779.24,673.56,08-25-2020,13,27265.0,12439.0,4709.0
75+,,,,,,,,,,,,,,4694.91,2850.4,1701.17,08-25-2020,13,25680.0,15591.0,9305.0
Citywide,,,,,,,,,,,,,,2724.07,678.28,226.57,08-25-2020,13,228788.0,56967.0,19029.0
0-17,,,,,,,,,,,,,,425.44,36.25,0.69,08-26-2020,13,7347.0,626.0,12.0
18-44,,,,,,,,,,,,,,2577.27,276.79,21.63,08-26-2020,13,86846.0,9327.0,729.0
45-64,,,,,,,,,,,,,,3955.55,923.52,207.58,08-26-2020,13,81328.0,18988.0,4268.0
65-74,,,,,,,,,,,,,,3901.63,1779.53,673.71,08-26-2020,13,27277.0,12441.0,4710.0
75+,,,,,,,,,,,,,,4697.29,2851.5,1702.09,08-26-2020,13,25693.0,15597.0,9310.0
Citywide,,,,,,,,,,,,,,2726.25,678.46,226.58,08-26-2020,13,228971.0,56982.0,19030.0
0-17,,,,,,,,,,,,,,426.89,36.25,0.69,08-27-2020,13,7372.0,626.0,12.0
18-44,,,,,,,,,,,,,,2580.54,276.97,21.63,08-27-2020,13,86956.0,9333.0,729.0
45-64,,,,,,,,,,,,,,3959.15,923.81,207.63,08-27-2020,13,81402.0,18994.0,4269.0
65-74,,,,,,,,,,,,,,3904.78,1779.67,674.28,08-27-2020,13,27299.0,12442.0,4714.0
75+,,,,,,,,,,,,,,4698.57,2852.96,1702.45,08-27-2020,13,25700.0,15605.0,9312.0
Citywide,,,,,,,,,,,,,,2729.06,678.71,226.66,08-27-2020,13,229207.0,57003.0,19037.0
0-17,,,,,,,,,,,,,,428.91,36.25,0.69,08-28-2020,13,7407.0,626.0,12.0
18-44,,,,,,,,,,,,,,2585.37,277.15,21.63,08-28-2020,13,87119.0,9339.0,729.0
45-64,,,,,,,,,,,,,,3962.55,924.25,207.68,08-28-2020,13,81472.0,19003.0,4270.0
65-74,,,,,,,,,,,,,,3908.21,1780.82,674.71,08-28-2020,13,27323.0,12450.0,4717.0
75+,,,,,,,,,,,,,,4701.86,2853.7,1703.0,08-28-2020,13,25718.0,15609.0,9315.0
Citywide,,,,,,,,,,,,,,2732.76,679.03,226.75,08-28-2020,13,229518.0,57030.0,19044.0
0-17,,,,,,,,,,,,,,431.0,36.31,0.69,08-29-2020,13,7443.0,627.0,12.0
18-44,,,,,,,,,,,,,,2588.91,277.33,21.63,08-29-2020,13,87238.0,9345.0,729.0
45-64,,,,,,,,,,,,,,3965.28,924.44,207.78,08-29-2020,13,81528.0,19007.0,4272.0
65-74,,,,,,,,,,,,,,3909.93,1781.39,674.85,08-29-2020,13,27335.0,12454.0,4718.0
75+,,,,,,,,,,,,,,4704.05,2855.16,1703.0,08-29-2020,13,25730.0,15617.0,9315.0
Citywide,,,,,,,,,,,,,,2735.54,679.3,226.78,08-29-2020,13,229751.0,57053.0,19047.0
0-17,,,,,,,,,,,,,,432.1,36.48,0.69,08-30-2020,13,7462.0,630.0,12.0
18-44,,,,,,,,,,,,,,2592.65,277.98,21.63,08-30-2020,13,87364.0,9367.0,729.0
45-64,,,,,,,,,,,,,,3968.44,924.88,207.73,08-30-2020,13,81593.0,19016.0,4271.0
65-74,,,,,,,,,,,,,,3912.64,1782.1,674.71,08-30-2020,13,27354.0,12459.0,4717.0
75+,,,,,,,,,,,,,,4704.24,2855.52,1702.45,08-30-2020,13,25731.0,15619.0,9312.0
Citywide,,,,,,,,,,,,,,2738.27,679.78,226.72,08-30-2020,13,229980.0,57093.0,19042.0
0-17,,,,,,,,,,,,,,433.31,36.48,0.69,08-31-2020,13,7483.0,630.0,12.0
18-44,,,,,,,,,,,,,,2595.97,278.19,21.72,08-31-2020,13,87476.0,9374.0,732.0
45-64,,,,,,,,,,,,,,3970.92,925.17,207.83,08-31-2020,13,81644.0,19022.0,4273.0
65-74,,,,,,,,,,,,,,3915.22,1782.96,675.14,08-31-2020,13,27372.0,12465.0,4720.0
75+,,,,,,,,,,,,,,4707.89,2856.99,1703.37,08-31-2020,13,25751.0,15627.0,9317.0
Citywide,,,,,,,,,,,,,,2740.94,680.1,226.88,08-31-2020,13,230205.0,57120.0,19055.0
0-17,,,,,,,,,,,,,,435.11,36.48,0.69,09-01-2020,14,7514.0,630.0,12.0
18-44,,,,,,,,,,,,,,2600.15,278.22,21.78,09-01-2020,14,87617.0,9375.0,734.0
45-64,,,,,,,,,,,,,,3975.25,925.51,207.83,09-01-2020,14,81733.0,19029.0,4273.0
65-74,,,,,,,,,,,,,,3917.79,1783.39,675.28,09-01-2020,14,27390.0,12468.0,4721.0
75+,,,,,,,,,,,,,,4710.27,2857.9,1703.73,09-01-2020,14,25764.0,15632.0,9319.0
Citywide,,,,,,,,,,,,,,2744.41,680.29,226.94,09-01-2020,14,230496.0,57136.0,19060.0
0-17,,,,,,,,,,,,,,437.19,36.48,0.69,09-02-2020,14,7550.0,630.0,12.0
18-44,,,,,,,,,,,,,,2603.86,278.36,21.78,09-02-2020,14,87742.0,9380.0,734.0
45-64,,,,,,,,,,,,,,3977.97,926.0,207.83,09-02-2020,14,81789.0,19039.0,4273.0
65-74,,,,,,,,,,,,,,3919.51,1783.96,675.57,09-02-2020,14,27402.0,12472.0,4723.0
75+,,,,,,,,,,,,,,4713.38,2859.55,1703.92,09-02-2020,14,25781.0,15641.0,9320.0
Citywide,,,,,,,,,,,,,,2747.36,680.63,226.97,09-02-2020,14,230744.0,57164.0,19063.0
0-17,,,,,,,,,,,,,,439.51,36.48,0.69,09-03-2020,14,7590.0,630.0,12.0
18-44,,,,,,,,,,,,,,2609.26,278.51,21.72,09-03-2020,14,87924.0,9385.0,732.0
45-64,,,,,,,,,,,,,,3981.57,926.29,207.87,09-03-2020,14,81863.0,19045.0,4274.0
65-74,,,,,,,,,,,,,,3922.23,1784.39,675.42,09-03-2020,14,27421.0,12475.0,4722.0
75+,,,,,,,,,,,,,,4715.75,2861.56,1704.83,09-03-2020,14,25794.0,15652.0,9325.0
Citywide,,,,,,,,,,,,,,2751.22,680.92,227.01,09-03-2020,14,231068.0,57189.0,19066.0
0-17,,,,,,,,,,,,,,440.9,36.54,0.69,09-04-2020,14,7614.0,631.0,12.0
18-44,,,,,,,,,,,,,,2612.29,278.75,21.78,09-04-2020,14,88026.0,9393.0,734.0
45-64,,,,,,,,,,,,,,3984.63,926.53,207.87,09-04-2020,14,81926.0,19050.0,4274.0
65-74,,,,,,,,,,,,,,3925.09,1785.39,675.71,09-04-2020,14,27441.0,12482.0,4724.0
75+,,,,,,,,,,,,,,4717.77,2863.38,1705.38,09-04-2020,14,25805.0,15662.0,9328.0
Citywide,,,,,,,,,,,,,,2753.86,681.29,227.09,09-04-2020,14,231290.0,57220.0,19073.0
0-17,,,,,,,,,,,,,,442.23,36.54,0.69,09-05-2020,14,7637.0,631.0,12.0
18-44,,,,,,,,,,,,,,2616.89,279.02,21.81,09-05-2020,14,88181.0,9402.0,735.0
45-64,,,,,,,,,,,,,,3988.82,926.78,208.02,09-05-2020,14,82012.0,19055.0,4277.0
65-74,,,,,,,,,,,,,,3928.24,1785.96,675.85,09-05-2020,14,27463.0,12486.0,4725.0
75+,,,,,,,,,,,,,,4720.87,2863.93,1705.75,09-05-2020,14,25822.0,15665.0,9330.0
Citywide,,,,,,,,,,,,,,2757.48,681.54,227.18,09-05-2020,14,231594.0,57241.0,19080.0
0-17,,,,,,,,,,,,,,444.26,36.54,0.69,09-07-2020,14,7672.0,631.0,12.0
18-44,,,,,,,,,,,,,,2620.51,279.46,21.9,09-07-2020,14,88303.0,9417.0,738.0
45-64,,,,,,,,,,,,,,3990.76,927.31,208.07,09-07-2020,14,82052.0,19066.0,4278.0
65-74,,,,,,,,,,,,,,3930.52,1786.97,676.42,09-07-2020,14,27479.0,12493.0,4729.0
75+,,,,,,,,,,,,,,4723.98,2865.03,1706.11,09-07-2020,14,25839.0,15671.0,9332.0
Citywide,,,,,,,,,,,,,,2760.22,682.01,227.3,09-07-2020,14,231824.0,57280.0,19090.0
0-17,,,,,,,,,,,,,,444.14,36.54,0.69,09-08-2020,14,7670.0,631.0,12.0
18-44,,,,,,,,,,,,,,2623.92,279.55,21.9,09-08-2020,14,88418.0,9420.0,738.0
45-64,,,,,,,,,,,,,,3994.26,927.6,208.12,09-08-2020,14,82124.0,19072.0,4279.0
65-74,,,,,,,,,,,,,,3932.24,1787.25,676.42,09-08-2020,14,27491.0,12495.0,4729.0
75+,,,,,,,,,,,,,,4725.44,2865.94,1707.39,09-08-2020,14,25847.0,15676.0,9339.0
Citywide,,,,,,,,,,,,,,2762.75,682.2,227.39,09-08-2020,14,232036.0,57296.0,19098.0
0-17,,,,,,,,,,,,,,445.59,36.6,0.69,09-09-2020,14,7695.0,632.0,12.0
