indicator,group,state,subgroup,week,week_label,value,lowci,highci,confidence_interval,quartile_range
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,2,May 7 - May 12,26.4,20.3,33.2,20.3 - 33.2,25.7 - 35.5
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,2,May 7 - May 12,29,20.8,38.3,20.8 - 38.3,25.7 - 35.5
Symptoms of Depressive Disorder,By State,New York,New York,2,May 7 - May 12,29.2,24.2,34.6,24.2 - 34.6,25.7 - 35.5
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,2,May 7 - May 12,20.2,15.6,25.5,15.6 - 25.5,16.7 - 20.6
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,2,May 7 - May 12,20.2,13.9,27.9,13.9 - 27.9,16.7 - 20.6
Symptoms of Depressive Disorder,By State,Ohio,Ohio,2,May 7 - May 12,26.4,21.3,32.1,21.3 - 32.1,25.7 - 35.5
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,2,May 7 - May 12,20.7,15.4,26.9,15.4 - 26.9,20.7 - 23.0
Symptoms of Depressive Disorder,By State,Oregon,Oregon,2,May 7 - May 12,17.8,13.7,22.6,13.7 - 22.6,16.7 - 20.6
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,2,May 7 - May 12,23,18.8,27.8,18.8 - 27.8,20.7 - 23.0
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,2,May 7 - May 12,22.8,15.3,31.9,15.3 - 31.9,20.7 - 23.0
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,2,May 7 - May 12,25.6,20.6,31.1,20.6 - 31.1,23.1 - 25.6
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,2,May 7 - May 12,20.5,13.5,29.2,13.5 - 29.2,16.7 - 20.6
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,2,May 7 - May 12,21.7,15.2,29.5,15.2 - 29.5,20.7 - 23.0
Symptoms of Depressive Disorder,By State,Texas,Texas,2,May 7 - May 12,25.7,21.8,30,21.8 - 30.0,25.7 - 35.5
Symptoms of Depressive Disorder,By State,Utah,Utah,2,May 7 - May 12,22.6,17.9,27.8,17.9 - 27.8,20.7 - 23.0
Symptoms of Depressive Disorder,By State,Vermont,Vermont,2,May 7 - May 12,26.8,20.4,34.1,20.4 - 34.1,25.7 - 35.5
Symptoms of Depressive Disorder,By State,Virginia,Virginia,2,May 7 - May 12,20.6,16.4,25.4,16.4 - 25.4,16.7 - 20.6
Symptoms of Depressive Disorder,By State,Washington,Washington,2,May 7 - May 12,22.9,19.4,26.6,19.4 - 26.6,20.7 - 23.0
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,2,May 7 - May 12,31.8,24.7,39.7,24.7 - 39.7,25.7 - 35.5
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,2,May 7 - May 12,22.9,17.2,29.5,17.2 - 29.5,20.7 - 23.0
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,2,May 7 - May 12,18.6,11,28.5,11.0 - 28.5,16.7 - 20.6
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,2,May 7 - May 12,27.2,21.1,34.1,21.1 - 34.1,26.3 - 28.7
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,2,May 7 - May 12,27.4,22.8,32.4,22.8 - 32.4,26.3 - 28.7
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,2,May 7 - May 12,34.2,29.2,39.4,29.2 - 39.4,31.6 - 38.3
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,2,May 7 - May 12,29.1,23.4,35.3,23.4 - 35.3,28.8 - 31.5
Symptoms of Anxiety Disorder,By State,California,California,2,May 7 - May 12,31.4,27.4,35.6,27.4 - 35.6,28.8 - 31.5
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,2,May 7 - May 12,29.7,23.4,36.8,23.4 - 36.8,28.8 - 31.5
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,2,May 7 - May 12,29.1,22.4,36.6,22.4 - 36.6,28.8 - 31.5
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,2,May 7 - May 12,24.9,19.7,30.8,19.7 - 30.8,20.3 - 26.2
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,2,May 7 - May 12,36.2,28.6,44.5,28.6 - 44.5,31.6 - 38.3
Symptoms of Anxiety Disorder,By State,Florida,Florida,2,May 7 - May 12,27.6,23.1,32.5,23.1 - 32.5,26.3 - 28.7
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,2,May 7 - May 12,29.5,24.2,35.4,24.2 - 35.4,28.8 - 31.5
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,2,May 7 - May 12,20.4,15.9,25.5,15.9 - 25.5,20.3 - 26.2
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,2,May 7 - May 12,25,19.9,30.6,19.9 - 30.6,20.3 - 26.2
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,2,May 7 - May 12,35.7,30.6,41.1,30.6 - 41.1,31.6 - 38.3
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,2,May 7 - May 12,31.5,26.5,36.9,26.5 - 36.9,28.8 - 31.5
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,2,May 7 - May 12,20.3,15.5,25.9,15.5 - 25.9,20.3 - 26.2
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,2,May 7 - May 12,25.1,20,30.9,20.0 - 30.9,20.3 - 26.2
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,2,May 7 - May 12,29.6,24.6,35,24.6 - 35.0,28.8 - 31.5
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,2,May 7 - May 12,34.6,27.2,42.7,27.2 - 42.7,31.6 - 38.3
Symptoms of Anxiety Disorder,By State,Maine,Maine,2,May 7 - May 12,28.9,22.7,35.7,22.7 - 35.7,28.8 - 31.5
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,2,May 7 - May 12,30.1,24.2,36.6,24.2 - 36.6,28.8 - 31.5
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,2,May 7 - May 12,28.7,24.5,33.3,24.5 - 33.3,26.3 - 28.7
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,2,May 7 - May 12,27,22.4,32.1,22.4 - 32.1,26.3 - 28.7
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,2,May 7 - May 12,22.9,18.4,27.9,18.4 - 27.9,20.3 - 26.2
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,2,May 7 - May 12,38.3,30.9,46,30.9 - 46.0,31.6 - 38.3
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,2,May 7 - May 12,37.8,32.3,43.7,32.3 - 43.7,31.6 - 38.3
Symptoms of Anxiety Disorder,By State,Montana,Montana,2,May 7 - May 12,24.9,18.1,32.8,18.1 - 32.8,20.3 - 26.2
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,2,May 7 - May 12,29.6,23.1,36.8,23.1 - 36.8,28.8 - 31.5
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,2,May 7 - May 12,34,28.3,40.2,28.3 - 40.2,31.6 - 38.3
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,2,May 7 - May 12,30.4,25.7,35.5,25.7 - 35.5,28.8 - 31.5
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,2,May 7 - May 12,36.3,29.9,43.2,29.9 - 43.2,31.6 - 38.3
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,2,May 7 - May 12,30.2,22.7,38.4,22.7 - 38.4,28.8 - 31.5
Symptoms of Anxiety Disorder,By State,New York,New York,2,May 7 - May 12,33,27.7,38.5,27.7 - 38.5,31.6 - 38.3
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,2,May 7 - May 12,25.9,20.4,32,20.4 - 32.0,20.3 - 26.2
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,2,May 7 - May 12,25.4,18.8,33,18.8 - 33.0,20.3 - 26.2
Symptoms of Anxiety Disorder,By State,Ohio,Ohio,2,May 7 - May 12,26.4,21.6,31.6,21.6 - 31.6,26.3 - 28.7
Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,2,May 7 - May 12,27.2,20.7,34.6,20.7 - 34.6,26.3 - 28.7
Symptoms of Anxiety Disorder,By State,Oregon,Oregon,2,May 7 - May 12,26.2,22.5,30.3,22.5 - 30.3,20.3 - 26.2
Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,2,May 7 - May 12,28.4,23.7,33.5,23.7 - 33.5,26.3 - 28.7
Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,2,May 7 - May 12,26.9,19.2,35.9,19.2 - 35.9,26.3 - 28.7
Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,2,May 7 - May 12,27.9,23,33.3,23.0 - 33.3,26.3 - 28.7
Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,2,May 7 - May 12,26.1,17.9,35.7,17.9 - 35.7,20.3 - 26.2
Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,2,May 7 - May 12,29.6,23.4,36.5,23.4 - 36.5,28.8 - 31.5
Symptoms of Anxiety Disorder,By State,Texas,Texas,2,May 7 - May 12,32.4,28.2,36.9,28.2 - 36.9,31.6 - 38.3
Symptoms of Anxiety Disorder,By State,Utah,Utah,2,May 7 - May 12,26,21.6,30.9,21.6 - 30.9,20.3 - 26.2
Symptoms of Anxiety Disorder,By State,Vermont,Vermont,2,May 7 - May 12,31.8,25.3,38.8,25.3 - 38.8,31.6 - 38.3
Symptoms of Anxiety Disorder,By State,Virginia,Virginia,2,May 7 - May 12,26.8,21.8,32.3,21.8 - 32.3,26.3 - 28.7
Symptoms of Anxiety Disorder,By State,Washington,Washington,2,May 7 - May 12,28.5,24.5,32.8,24.5 - 32.8,26.3 - 28.7
Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,2,May 7 - May 12,34.6,27.3,42.4,27.3 - 42.4,31.6 - 38.3
Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,2,May 7 - May 12,25.6,19.4,32.6,19.4 - 32.6,20.3 - 26.2
Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,2,May 7 - May 12,22.5,15,31.7,15.0 - 31.7,20.3 - 26.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,2,May 7 - May 12,30.6,24.1,37.7,24.1 - 37.7,30.6 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,2,May 7 - May 12,35.7,30.9,40.8,30.9 - 40.8,33.5 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,2,May 7 - May 12,38.4,32.6,44.6,32.6 - 44.6,36.1 - 48.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,2,May 7 - May 12,33,27.2,39.4,27.2 - 39.4,30.6 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,2,May 7 - May 12,34.4,30.4,38.6,30.4 - 38.6,33.5 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,2,May 7 - May 12,32.2,25.7,39.2,25.7 - 39.2,30.6 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,2,May 7 - May 12,36,28.8,43.6,28.8 - 43.6,33.5 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,2,May 7 - May 12,31.6,26.1,37.5,26.1 - 37.5,30.6 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,2,May 7 - May 12,40.6,32.9,48.7,32.9 - 48.7,36.1 - 48.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,2,May 7 - May 12,33.6,28.5,39.1,28.5 - 39.1,33.5 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,2,May 7 - May 12,34.3,28.2,40.8,28.2 - 40.8,33.5 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,2,May 7 - May 12,27.1,21.7,33.2,21.7 - 33.2,26.1 - 30.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,2,May 7 - May 12,29.2,24,34.9,24.0 - 34.9,26.1 - 30.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,2,May 7 - May 12,41.8,37.7,46,37.7 - 46.0,36.1 - 48.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,2,May 7 - May 12,34.9,29.4,40.8,29.4 - 40.8,33.5 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,2,May 7 - May 12,26.1,20.2,32.8,20.2 - 32.8,26.1 - 30.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,2,May 7 - May 12,28,22.5,34.1,22.5 - 34.1,26.1 - 30.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,2,May 7 - May 12,37.7,31,44.7,31.0 - 44.7,36.1 - 48.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,2,May 7 - May 12,42.8,36.3,49.5,36.3 - 49.5,36.1 - 48.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,2,May 7 - May 12,32.9,26.6,39.6,26.6 - 39.6,30.6 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,2,May 7 - May 12,34.6,28.4,41.3,28.4 - 41.3,33.5 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,2,May 7 - May 12,31,26.5,35.8,26.5 - 35.8,30.6 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,2,May 7 - May 12,33.4,28.4,38.7,28.4 - 38.7,30.6 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,2,May 7 - May 12,27.2,22.2,32.6,22.2 - 32.6,26.1 - 30.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,2,May 7 - May 12,48.4,40.3,56.6,40.3 - 56.6,36.1 - 48.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,2,May 7 - May 12,41.3,35.5,47.3,35.5 - 47.3,36.1 - 48.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,2,May 7 - May 12,27.6,20.7,35.4,20.7 - 35.4,26.1 - 30.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,2,May 7 - May 12,33.4,27.2,40,27.2 - 40.0,30.6 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,2,May 7 - May 12,38.1,32.7,43.8,32.7 - 43.8,36.1 - 48.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,2,May 7 - May 12,35,30,40.2,30.0 - 40.2,33.5 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,2,May 7 - May 12,39.6,32.9,46.7,32.9 - 46.7,36.1 - 48.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,2,May 7 - May 12,39.8,31.8,48.2,31.8 - 48.2,36.1 - 48.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,2,May 7 - May 12,36.9,31.6,42.4,31.6 - 42.4,36.1 - 48.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,2,May 7 - May 12,28.1,22.4,34.4,22.4 - 34.4,26.1 - 30.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,2,May 7 - May 12,28.6,21.3,36.8,21.3 - 36.8,26.1 - 30.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,2,May 7 - May 12,32.8,27.5,38.6,27.5 - 38.6,30.6 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,2,May 7 - May 12,31,24.1,38.5,24.1 - 38.5,30.6 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,2,May 7 - May 12,29.9,25.4,34.8,25.4 - 34.8,26.1 - 30.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,2,May 7 - May 12,32,27.2,37,27.2 - 37.0,30.6 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,2,May 7 - May 12,33.8,25.4,43,25.4 - 43.0,33.5 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,2,May 7 - May 12,33.1,27.8,38.6,27.8 - 38.6,30.6 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,2,May 7 - May 12,29.8,21.5,39.2,21.5 - 39.2,26.1 - 30.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,2,May 7 - May 12,34.7,28.3,41.7,28.3 - 41.7,33.5 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,2,May 7 - May 12,35.9,31.4,40.6,31.4 - 40.6,33.5 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,2,May 7 - May 12,30.4,25.1,36.2,25.1 - 36.2,26.1 - 30.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,2,May 7 - May 12,35.7,29.2,42.7,29.2 - 42.7,33.5 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,2,May 7 - May 12,30.6,25.3,36.3,25.3 - 36.3,30.6 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,2,May 7 - May 12,35,30.8,39.3,30.8 - 39.3,33.5 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,2,May 7 - May 12,39,32.1,46.3,32.1 - 46.3,36.1 - 48.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,2,May 7 - May 12,29.7,23.5,36.5,23.5 - 36.5,26.1 - 30.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,2,May 7 - May 12,27.9,19.3,37.9,19.3 - 37.9,26.1 - 30.5
Symptoms of Depressive Disorder,By State,Alabama,Alabama,3,May 14 - May 19,19.6,15.6,24.2,15.6 - 24.2,18.1-20.7
Symptoms of Depressive Disorder,By State,Alaska,Alaska,3,May 14 - May 19,23.6,19.5,28.2,19.5 - 28.2,23.3-25.6
Symptoms of Depressive Disorder,By State,Arizona,Arizona,3,May 14 - May 19,20,16.3,24.2,16.3 - 24.2,18.1-20.7
Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,3,May 14 - May 19,28.9,24.4,33.6,24.4 - 33.6,25.7-36.4
Symptoms of Depressive Disorder,By State,California,California,3,May 14 - May 19,28.7,25.3,32.4,25.3 - 32.4,25.7-36.4
Symptoms of Depressive Disorder,By State,Colorado,Colorado,3,May 14 - May 19,23.7,19.9,27.8,19.9 - 27.8,23.3-25.6
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,3,May 14 - May 19,20.2,16.5,24.3,16.5 - 24.3,18.1-20.7
Symptoms of Depressive Disorder,By State,Delaware,Delaware,3,May 14 - May 19,21.8,17.9,26.2,17.9 - 26.2,20.8-23.2
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,3,May 14 - May 19,25.9,18.9,33.9,18.9 - 33.9,25.7-36.4
Symptoms of Depressive Disorder,By State,Florida,Florida,3,May 14 - May 19,24.3,21.1,27.7,21.1 - 27.7,23.3-25.6
Symptoms of Depressive Disorder,By State,Georgia,Georgia,3,May 14 - May 19,24.8,20.7,29.2,20.7 - 29.2,23.3-25.6
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,3,May 14 - May 19,21.3,16.5,26.8,16.5 - 26.8,20.8-23.2
Symptoms of Depressive Disorder,By State,Idaho,Idaho,3,May 14 - May 19,18.1,14.1,22.8,14.1 - 22.8,18.1-20.7
Symptoms of Depressive Disorder,By State,Illinois,Illinois,3,May 14 - May 19,24.3,20.4,28.5,20.4 - 28.5,23.3-25.6
Symptoms of Depressive Disorder,By State,Indiana,Indiana,3,May 14 - May 19,24.5,20.2,29.2,20.2 - 29.2,23.3-25.6
Symptoms of Depressive Disorder,By State,Iowa,Iowa,3,May 14 - May 19,18.6,14.1,23.9,14.1 - 23.9,18.1-20.7
Symptoms of Depressive Disorder,By State,Kansas,Kansas,3,May 14 - May 19,21.2,17.9,24.8,17.9 - 24.8,20.8-23.2
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,3,May 14 - May 19,22.8,18.8,27.1,18.8 - 27.1,20.8-23.2
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,3,May 14 - May 19,26.5,21.3,32.1,21.3 - 32.1,25.7-36.4
Symptoms of Depressive Disorder,By State,Maine,Maine,3,May 14 - May 19,25.6,20.3,31.4,20.3 - 31.4,23.3-25.6
Symptoms of Depressive Disorder,By State,Maryland,Maryland,3,May 14 - May 19,20.8,17.9,24,17.9 - 24.0,20.8-23.2
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,3,May 14 - May 19,22.8,20.4,25.4,20.4 - 25.4,20.8-23.2
Symptoms of Depressive Disorder,By State,Michigan,Michigan,3,May 14 - May 19,27.9,23.8,32.2,23.8 - 32.2,25.7-36.4
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,3,May 14 - May 19,20,16.5,23.9,16.5 - 23.9,18.1-20.7
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,3,May 14 - May 19,36.4,30.8,42.4,30.8 - 42.4,25.7-36.4
Symptoms of Depressive Disorder,By State,Missouri,Missouri,3,May 14 - May 19,24.3,19.1,30,19.1 - 30.0,23.3-25.6
Symptoms of Depressive Disorder,By State,Montana,Montana,3,May 14 - May 19,21.1,16.3,26.6,16.3 - 26.6,20.8-23.2
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,3,May 14 - May 19,20.4,16.2,25.2,16.2 - 25.2,18.1-20.7
Symptoms of Depressive Disorder,By State,Nevada,Nevada,3,May 14 - May 19,26.9,22.6,31.6,22.6 - 31.6,25.7-36.4
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,3,May 14 - May 19,20.3,16.8,24.2,16.8 - 24.2,18.1-20.7
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,3,May 14 - May 19,26.9,22.5,31.6,22.5 - 31.6,25.7-36.4
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,3,May 14 - May 19,28.4,23.9,33.3,23.9 - 33.3,25.7-36.4
Symptoms of Depressive Disorder,By State,New York,New York,3,May 14 - May 19,23.8,20,28,20.0 - 28.0,23.3-25.6
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,3,May 14 - May 19,22.6,17.3,28.7,17.3 - 28.7,20.8-23.2
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,3,May 14 - May 19,22.5,16.9,29,16.9 - 29.0,20.8-23.2
Symptoms of Depressive Disorder,By State,Ohio,Ohio,3,May 14 - May 19,27,21.8,32.7,21.8 - 32.7,25.7-36.4
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,3,May 14 - May 19,25.7,20.2,31.7,20.2 - 31.7,25.7-36.4
Symptoms of Depressive Disorder,By State,Oregon,Oregon,3,May 14 - May 19,22.7,19.4,26.4,19.4 - 26.4,20.8-23.2
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,3,May 14 - May 19,19.8,16.1,24,16.1 - 24.0,18.1-20.7
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,3,May 14 - May 19,18.8,14.3,24,14.3 - 24.0,18.1-20.7
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,3,May 14 - May 19,25.3,21.3,29.7,21.3 - 29.7,23.3-25.6
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,3,May 14 - May 19,22.7,16.7,29.7,16.7 - 29.7,20.8-23.2
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,3,May 14 - May 19,25.6,21.6,29.9,21.6 - 29.9,23.3-25.6
Symptoms of Depressive Disorder,By State,Texas,Texas,3,May 14 - May 19,24.9,21.8,28.1,21.8 - 28.1,23.3-25.6
Symptoms of Depressive Disorder,By State,Utah,Utah,3,May 14 - May 19,21.2,17.8,24.9,17.8 - 24.9,20.8-23.2
Symptoms of Depressive Disorder,By State,Vermont,Vermont,3,May 14 - May 19,19,15.4,23.1,15.4 - 23.1,18.1-20.7
Symptoms of Depressive Disorder,By State,Virginia,Virginia,3,May 14 - May 19,25.4,21.7,29.4,21.7 - 29.4,23.3-25.6
Symptoms of Depressive Disorder,By State,Washington,Washington,3,May 14 - May 19,23.2,20.2,26.5,20.2 - 26.5,20.8-23.2
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,3,May 14 - May 19,27,20.9,33.9,20.9 - 33.9,25.7-36.4
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,3,May 14 - May 19,20.3,16.3,24.7,16.3 - 24.7,18.1-20.7
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,3,May 14 - May 19,20.7,15.1,27.2,15.1 - 27.2,18.1-20.7
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,3,May 14 - May 19,20.7,16.7,25.1,16.7 - 25.1,19.0-25.2
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,3,May 14 - May 19,26.2,22,30.7,22.0 - 30.7,25.3-27.4
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,3,May 14 - May 19,29,25.1,33.2,25.1 - 33.2,28.9-36.1
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,3,May 14 - May 19,28.7,24.7,32.9,24.7 - 32.9,27.5-28.8
Symptoms of Anxiety Disorder,By State,California,California,3,May 14 - May 19,32.3,29,35.7,29.0 - 35.7,28.9-36.1
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,3,May 14 - May 19,27.6,24.2,31.3,24.2 - 31.3,27.5-28.8
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,3,May 14 - May 19,28.7,24.2,33.5,24.2 - 33.5,27.5-28.8
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,3,May 14 - May 19,26.6,22,31.6,22.0 - 31.6,25.3-27.4
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,3,May 14 - May 19,33.3,26,41.3,26.0 - 41.3,28.9-36.1
Symptoms of Anxiety Disorder,By State,Florida,Florida,3,May 14 - May 19,28.2,25.1,31.4,25.1 - 31.4,27.5-28.8
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,3,May 14 - May 19,27.6,23.7,31.7,23.7 - 31.7,27.5-28.8
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,3,May 14 - May 19,24.1,19,29.8,19.0 - 29.8,19.0-25.2
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,3,May 14 - May 19,24,19.4,29.2,19.4 - 29.2,19.0-25.2
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,3,May 14 - May 19,28.5,24.7,32.6,24.7 - 32.6,27.5-28.8
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,3,May 14 - May 19,32.6,27.5,38,27.5 - 38.0,28.9-36.1
